productid	categoryname
23801	Couches and Sofas
23801	Casegoods
23802	Concrete furniture
23802	Bar furniture
23803	Wood finishing
23804	Storage
23804	Sets
23804	Stadium seating
23805	Metal furniture
23806	Hutch
23807	Aquarium furniture
23807	Decorative arts
23808	Entertainment
23808	Bamboo furniture
23809	Wicker or rattan furniture
23809	Couches and Sofas
23809	List of chairs
23810	Wooden furniture
23810	Bedrooms
23811	Tables
23811	List of chairs
23812	Metal furniture
23812	Glass furniture
23812	Aquarium furniture
23813	Bar furniture
23814	Wooden furniture
23814	Park furniture 
23814	Occasional furniture
23815	Wicker or rattan furniture
23816	Wooden furniture
23816	Glass furniture
23817	Casegoods
23817	Decorative arts
23817	List of chairs
23818	Storage
23818	Bamboo furniture
23818	Bedrooms
23819	Stadium seating
23819	Decorative arts
23820	Entertainment
23820	Metal furniture
23820	Bedrooms
23821	Storage
23821	Metal furniture
23822	Sets
23822	Decorative arts
23823	Bamboo furniture
23823	Wood finishing
23824	Glass furniture
23825	Tables
23825	Living room
23826	Entertainment
23826	Stadium seating
23826	Living room
23827	Glass furniture
23827	Childrens furniture
23827	Occasional furniture
23828	Tables
23829	Bamboo furniture
23829	Sword furniture
23830	Sleeping or laying
23831	Street furniture
23832	Outdoor Furniture
23832	Bar furniture
23832	List of chairs
23833	Bedrooms
23833	Decorative arts
23834	Wicker or rattan furniture
23834	Glass furniture
23834	Occasional furniture
23835	Door furniture
23835	Casegoods
23836	Sleeping or laying
23837	Concrete furniture
23838	Outdoor Furniture
23838	Concrete furniture
23838	Sword furniture
23839	Glass furniture
23840	Storage
23841	Wicker or rattan furniture
23841	Stadium seating
23842	Hutch
23843	Decorative arts
23843	Living room
23844	Entertainment
23844	Glass furniture
23844	Street furniture
23845	Couches and Sofas
23845	Aquarium furniture
23845	List of chairs
23846	Wicker or rattan furniture
23846	Street furniture
23847	Outdoor Furniture
23847	Concrete furniture
23847	List of chairs
23848	Stadium seating
23848	List of chairs
23848	Wood finishing
23849	Storage
23849	Bar furniture
23850	Decorative arts
23851	Entertainment
23851	Childrens furniture
23851	List of chairs
23852	Entertainment
23852	Tables
23852	Sets
23853	Metal furniture
23854	Sleeping or laying
23854	Storage
23854	Metal furniture
23855	Bedrooms
23856	Entertainment
23856	Hutch
23857	Street furniture
23858	Sleeping or laying
23858	Aquarium furniture
23858	Hutch
23859	Metal furniture
23860	Decorative arts
23861	Tables
23861	Bedrooms
23862	Metal furniture
23863	Street furniture
23863	Wood finishing
23864	Metal furniture
23864	Door furniture
23864	Street furniture
23865	Wicker or rattan furniture
23865	Glass furniture
23866	Sword furniture
23866	Wood finishing
23867	Wicker or rattan furniture
23867	Bedrooms
23868	Concrete furniture
23868	List of chairs
23869	Outdoor Furniture
23870	Childrens furniture
23871	Glass furniture
23872	Door furniture
23873	Outdoor Furniture
23873	Street furniture
23873	Sword furniture
23874	Aquarium furniture
23875	Sword furniture
23876	Door furniture
23876	Bedrooms
23877	Sets
23877	Concrete furniture
23878	Concrete furniture
23878	Wood finishing
23879	Wooden furniture
23880	Sleeping or laying
23881	Aquarium furniture
23882	Storage
23882	Bar furniture
23882	Wood finishing
23883	Entertainment
23883	Storage
23884	Outdoor Furniture
23885	Decorative arts
23886	Bedrooms
23887	Bamboo furniture
23887	Aquarium furniture
23887	Bar furniture
23888	Outdoor Furniture
23888	Metal furniture
23888	Park furniture 
23889	Sets
23889	Glass furniture
23889	Stadium seating
23890	Hutch
23891	Sleeping or laying
23891	Hutch
23891	Living room
23892	Concrete furniture
23892	Sword furniture
23893	Bedrooms
23893	Casegoods
23894	Tables
23894	Street furniture
23894	Decorative arts
23895	Casegoods
23895	Living room
23895	List of chairs
23896	Casegoods
23896	List of chairs
23897	Metal furniture
23897	Bar furniture
23897	Street furniture
23898	Aquarium furniture
23898	Occasional furniture
23899	Wicker or rattan furniture
23899	Occasional furniture
23900	Wicker or rattan furniture
23900	Metal furniture
23901	Living room
23902	Tables
23902	Aquarium furniture
23903	Entertainment
23903	List of chairs
23904	Glass furniture
23904	Bar furniture
23905	Bedrooms
23906	Sets
23906	Bamboo furniture
23906	Occasional furniture
23907	Bar furniture
23908	Sleeping or laying
23908	Couches and Sofas
23908	Park furniture 
23909	Street furniture
23910	Outdoor Furniture
23910	Glass furniture
23910	List of chairs
23911	Outdoor Furniture
23911	Bamboo furniture
23911	Wood finishing
23912	Couches and Sofas
23912	Park furniture 
23912	Street furniture
23913	Entertainment
23913	Tables
23913	Wicker or rattan furniture
23914	Sword furniture
23915	Casegoods
23916	Sets
23916	Glass furniture
23917	Tables
23917	Door furniture
23917	Stadium seating
23918	Wooden furniture
23919	Bar furniture
23920	Childrens furniture
23921	Entertainment
23921	Wicker or rattan furniture
23921	Park furniture 
23922	Glass furniture
23922	Park furniture 
23923	Door furniture
23923	Hutch
23924	Glass furniture
23925	Living room
23926	Aquarium furniture
23926	Park furniture 
23926	Stadium seating
23927	Childrens furniture
23927	Door furniture
23928	Couches and Sofas
23928	Bar furniture
23928	Occasional furniture
23929	Outdoor Furniture
23929	Wicker or rattan furniture
23930	Outdoor Furniture
23930	Sword furniture
23931	Bar furniture
23931	Occasional furniture
23932	Tables
23933	Tables
23933	Park furniture 
23934	Sleeping or laying
23934	Glass furniture
23934	Childrens furniture
23935	Tables
23935	Park furniture 
23935	Wood finishing
23936	Entertainment
23936	Stadium seating
23937	Living room
23938	Bedrooms
23939	Metal furniture
23939	Park furniture 
23939	Casegoods
23940	Park furniture 
23940	Stadium seating
23941	Outdoor Furniture
23941	Aquarium furniture
23941	Hutch
23942	Storage
23942	Bamboo furniture
23942	Street furniture
23943	Storage
23943	Childrens furniture
23943	Living room
23944	Tables
23944	Storage
23944	Sets
23945	Aquarium furniture
23946	Wood finishing
23947	Hutch
23947	List of chairs
23948	Decorative arts
23949	Tables
23949	List of chairs
23950	Sleeping or laying
23951	Glass furniture
23951	Aquarium furniture
23951	Casegoods
23952	Glass furniture
23952	Bar furniture
23953	Bamboo furniture
23953	Park furniture 
23953	Occasional furniture
23954	Outdoor Furniture
23955	Tables
23955	Wooden furniture
23955	Stadium seating
23956	Hutch
23956	Living room
23957	Sleeping or laying
23957	Bamboo furniture
23957	Street furniture
23958	Sleeping or laying
23958	Glass furniture
23959	Sets
23960	Outdoor Furniture
23960	Sets
23961	Entertainment
23962	Storage
23963	Bar furniture
23963	Street furniture
23964	Wooden furniture
23964	Decorative arts
23965	Stadium seating
23966	Wooden furniture
23966	Glass furniture
23966	Decorative arts
23967	Outdoor Furniture
23967	Storage
23967	Wooden furniture
23968	Sword furniture
23969	Door furniture
23970	Metal furniture
23970	Park furniture 
23971	Sets
23971	List of chairs
23972	Couches and Sofas
23972	Street furniture
23972	Living room
23973	Sleeping or laying
23974	Stadium seating
23975	Storage
23976	Entertainment
23976	Wooden furniture
23976	Casegoods
23977	Bamboo furniture
23977	Wicker or rattan furniture
23977	Aquarium furniture
23978	Sleeping or laying
23978	Living room
23978	Occasional furniture
23979	Casegoods
23980	Tables
23981	Park furniture 
23982	Metal furniture
23982	Park furniture 
23983	Park furniture 
23984	Wood finishing
23985	Sword furniture
23985	Living room
23985	Wood finishing
23986	Childrens furniture
23987	Couches and Sofas
23988	Storage
23988	Sword furniture
23989	Outdoor Furniture
23989	Wooden furniture
23989	Living room
23990	Door furniture
23990	List of chairs
23991	Sword furniture
23991	Occasional furniture
23991	Wood finishing
23992	Aquarium furniture
23992	Bar furniture
23992	Wood finishing
23993	Entertainment
23993	Couches and Sofas
23993	Door furniture
23994	Glass furniture
23994	Park furniture 
23995	Childrens furniture
23996	Sleeping or laying
23996	Concrete furniture
23996	Decorative arts
23997	Bamboo furniture
23997	Sword furniture
23998	Street furniture
23999	Bamboo furniture
23999	Glass furniture
24000	Tables
24000	Street furniture
24001	Door furniture
24002	Concrete furniture
24002	Door furniture
24003	Storage
24003	Couches and Sofas
24003	Wood finishing
24004	Wooden furniture
24005	Wicker or rattan furniture
24005	Hutch
24005	Bedrooms
24006	Sleeping or laying
24007	Entertainment
24008	Storage
24008	Park furniture 
24009	Tables
24010	Storage
24011	Tables
24011	Wooden furniture
24011	Glass furniture
24012	Sets
24013	Couches and Sofas
24014	Concrete furniture
24015	Sets
24015	Concrete furniture
24016	Storage
24016	Childrens furniture
24016	Door furniture
24017	Bamboo furniture
24017	Hutch
24017	Sword furniture
24018	Decorative arts
24019	Aquarium furniture
24019	Casegoods
24019	Decorative arts
24020	Decorative arts
24021	Living room
24021	List of chairs
24022	Sleeping or laying
24022	Bedrooms
24023	Occasional furniture
24024	Tables
24024	Metal furniture
24024	Wood finishing
24025	Outdoor Furniture
24025	Door furniture
24025	Bedrooms
24026	Wooden furniture
24026	Hutch
24027	Tables
24027	Wicker or rattan furniture
24027	Bar furniture
24028	Concrete furniture
24028	Bedrooms
24029	Outdoor Furniture
24029	Wooden furniture
24029	Childrens furniture
24030	Tables
24030	Door furniture
24031	Couches and Sofas
24032	Tables
24032	Couches and Sofas
24032	Bar furniture
24033	Hutch
24034	Entertainment
24034	Storage
24034	Casegoods
24035	Wooden furniture
24035	Metal furniture
24036	Sets
24036	Stadium seating
24037	Outdoor Furniture
24037	Door furniture
24038	Sets
24039	Wood finishing
24040	Hutch
24040	Casegoods
24041	Glass furniture
24041	Bar furniture
24042	Bamboo furniture
24042	Couches and Sofas
24043	Wicker or rattan furniture
24043	Occasional furniture
24044	Storage
24044	Bar furniture
24044	Street furniture
24045	Hutch
24045	Park furniture 
24045	Stadium seating
24046	Park furniture 
24046	Sword furniture
24047	Concrete furniture
24047	Couches and Sofas
24048	Bamboo furniture
24048	Couches and Sofas
24048	Aquarium furniture
24049	List of chairs
24050	Door furniture
24050	Casegoods
24051	Outdoor Furniture
24051	Stadium seating
24051	List of chairs
24052	Bamboo furniture
24052	Glass furniture
24053	Stadium seating
24054	Sets
24054	Bar furniture
24055	Outdoor Furniture
24055	Street furniture
24055	Sword furniture
24056	Tables
24056	Wooden furniture
24056	Metal furniture
24057	Hutch
24057	Street furniture
24058	Childrens furniture
24059	Decorative arts
24060	Concrete furniture
24060	Park furniture 
24061	Tables
24061	Stadium seating
24062	Aquarium furniture
24062	Casegoods
24063	Storage
24064	Sets
24064	Sword furniture
24065	Outdoor Furniture
24065	Storage
24066	Couches and Sofas
24066	Bar furniture
24066	Decorative arts
24067	Entertainment
24067	Glass furniture
24067	Aquarium furniture
24068	Entertainment
24069	Bamboo furniture
24069	Door furniture
24070	Tables
24070	Storage
24070	Decorative arts
24071	Childrens furniture
24071	Park furniture 
24072	Entertainment
24072	Wicker or rattan furniture
24072	Living room
24073	Metal furniture
24073	Park furniture 
24073	Casegoods
24074	Storage
24074	Casegoods
24075	Bamboo furniture
24076	Bar furniture
24077	Bamboo furniture
24077	Concrete furniture
24077	Sword furniture
24078	Casegoods
24079	Sets
24080	Bedrooms
24081	Couches and Sofas
24081	Stadium seating
24081	List of chairs
24082	Aquarium furniture
24083	Glass furniture
24083	List of chairs
24084	Tables
24085	Entertainment
24085	Street furniture
24086	Park furniture 
24086	Street furniture
24087	Concrete furniture
24087	Park furniture 
24088	Bedrooms
24088	Casegoods
24088	Occasional furniture
24089	Stadium seating
24090	Childrens furniture
24091	Park furniture 
24092	Bamboo furniture
24092	Childrens furniture
24093	Wooden furniture
24093	Wicker or rattan furniture
24093	Park furniture 
24094	Glass furniture
24094	Street furniture
24094	Occasional furniture
24095	Entertainment
24095	Door furniture
24095	Decorative arts
24096	Decorative arts
24096	Wood finishing
24097	Living room
24097	List of chairs
24098	Entertainment
24098	Storage
24098	Door furniture
24099	Childrens furniture
24100	Bamboo furniture
24100	Childrens furniture
24100	Wood finishing
24101	Entertainment
24101	Hutch
24101	Decorative arts
24102	Concrete furniture
24103	Bamboo furniture
24104	Street furniture
24105	Park furniture 
24106	Storage
24107	Sword furniture
24107	Occasional furniture
24108	Concrete furniture
24108	Couches and Sofas
24108	Decorative arts
24109	Couches and Sofas
24110	Tables
24110	Bamboo furniture
24110	Decorative arts
24111	Storage
24111	Sets
24111	Hutch
24112	Occasional furniture
24113	Bar furniture
24113	Childrens furniture
24113	Street furniture
24114	Outdoor Furniture
24114	Concrete furniture
24114	Hutch
24115	Aquarium furniture
24115	Bedrooms
24116	Wicker or rattan furniture
24116	Street furniture
24117	Sets
24117	Bar furniture
24117	Hutch
24118	Bar furniture
24118	Park furniture 
24118	Casegoods
24119	Wooden furniture
24119	Wicker or rattan furniture
24120	Bar furniture
24121	Glass furniture
24121	Aquarium furniture
24122	Childrens furniture
24123	Bar furniture
24124	Outdoor Furniture
24124	Sleeping or laying
24125	Sets
24125	Concrete furniture
24125	Aquarium furniture
24126	Wicker or rattan furniture
24127	Bamboo furniture
24127	Street furniture
24127	Decorative arts
24128	Street furniture
24129	Aquarium furniture
24129	Wood finishing
24130	Hutch
24130	Wood finishing
24131	Couches and Sofas
24131	Sword furniture
24131	Occasional furniture
24132	Decorative arts
24133	Sets
24134	Wicker or rattan furniture
24135	Concrete furniture
24135	Bar furniture
24136	Sets
24136	Decorative arts
24137	Outdoor Furniture
24137	Sets
24137	Decorative arts
24138	Wooden furniture
24139	Wooden furniture
24140	Stadium seating
24140	Casegoods
24141	Wooden furniture
24141	Metal furniture
24141	Living room
24142	Outdoor Furniture
24142	Hutch
24142	Stadium seating
24143	Glass furniture
24143	Bar furniture
24144	Occasional furniture
24145	Couches and Sofas
24146	Wicker or rattan furniture
24146	Door furniture
24146	List of chairs
24147	Entertainment
24147	Casegoods
24148	Wicker or rattan furniture
24149	Childrens furniture
24150	Tables
24150	Stadium seating
24151	Sets
24151	Glass furniture
24151	Bar furniture
24152	Stadium seating
24152	Living room
24153	Metal furniture
24153	Bar furniture
24153	Living room
24154	Bamboo furniture
24154	Glass furniture
24154	Aquarium furniture
24155	Wicker or rattan furniture
24156	Storage
24156	Wicker or rattan furniture
24156	Aquarium furniture
24157	Occasional furniture
24158	Tables
24158	Bamboo furniture
24158	Glass furniture
24159	Bedrooms
24159	Wood finishing
24160	Bedrooms
24161	Occasional furniture
24162	Metal furniture
24162	Decorative arts
24163	Childrens furniture
24164	Outdoor Furniture
24164	Door furniture
24164	Bedrooms
24165	Metal furniture
24166	Outdoor Furniture
24166	Storage
24166	Childrens furniture
24167	Tables
24168	Tables
24168	Couches and Sofas
24169	Wooden furniture
24169	Bedrooms
24170	Storage
24171	Metal furniture
24171	Living room
24172	Couches and Sofas
24172	Door furniture
24173	Sets
24173	Concrete furniture
24173	Aquarium furniture
24174	Couches and Sofas
24174	Occasional furniture
24175	Park furniture 
24176	Childrens furniture
24176	Living room
24177	Wicker or rattan furniture
24177	List of chairs
24178	Bamboo furniture
24178	Metal furniture
24178	Childrens furniture
24179	Occasional furniture
24180	Hutch
24181	Wooden furniture
24181	Casegoods
24182	Entertainment
